CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
5718368,5718368,1,138.63,"-23.6911956,-46.7747986",HOSP MUN M BOI MIRIM,"-2,36918284265253E+016",-4677556872367850,DO M BOI MIRIM,5203,JARDIM ANGELA,null,4948970,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
5743583,5743583,3,0.0,"-23.7202767,-46.7648601",UBS CIDADE IPAVA,-23548,-46636,AV TAQUANDAVA,31,CIDADE IPAVA,null,4950000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
5815991,5815991,2,0.0,"-19.992628,-44.4427301",MATEUS LEME CENTRO DE SAUDE SANTA BARBARA,-19986,-44428,RUA ANTONIO GONZAGA,115,JOAO PAULO II,null,35670000,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
5844843,5844843,1,0.0,"-19.9202152,-48.3797564",FUNDACAO HOSPITALAR MUNICIPAL JOAO HENRIQUE,-1991941293757240,-4837803840637200,RUA PEDRO LIMA CHAGAS,320,CENTRO,null,38120000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
5859670,5859670,1,0.0,"-17.603908,-44.7412222",UNIDADE BASICA DE SAUDE SERRINHA JARDIM AMERICA,-17598,-44731,RUA MANGA,30,SERRINHA,null,39260000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
5877407,5877407,1,0.0,"-8.5087044,-39.3174694",PSF MARIA DO SOCORRO DOS SANTOS,-82301757,-393733035,RUA JOAO GONCALVES TORRES,S/N,ANTIGO PARQUES DE EX,null,56180000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
5883229,5883229,301,3312.47,"-23.5067329,-47.4837861",UNIDADE PRE HOSPITALAR ZONA OESTE SOROCABA,-235044175,-474784274,AVENIDA GENERAL CARNEIRO,1670,V LUCY,null,18043004,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
5908418,5908418,7,264.0,"-27.609458,-48.6270631999999",CENTRAL DE REGULACAO SAO JOSE,"-2,76093976799145E+016",-4862680792808530,AV ACIONI SOUZA FILHO,403,PRAIA COMPRIDA,null,88111330,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
5989442,5989442,100,1112.47,"-27.6664405,-48.5040076",UNIDADE DE PRONTO ATENDIMENTO UPA SUL DA ILHA,-27666446,-48504008,RODOVIA FRANCISCO MAGNO VIEIRA SC 405,682,RIO TAVARES,null,88065000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
5995280,5995280,373,1826.2600000000007,"-25.579413,-49.393195",HOSPITAL MUNICIPAL DE ARAUCARIA,-255792362,-493926895354842,RUA ROZALIA WZOREK,77,JARDIM SABIA,COMPLEXO HMA,83708000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
5997763,5997763,1,0.0,"-20.6942388,-44.8326684",PSF D BOSCO OLIVEIRA MG,-2069383932791570,-4484037637710570,AVENIDA CORONEL BENJAMIN GUIMARAES,230,CENTRO,null,35540000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6007503,6007503,2,0.0,"-22.6223399,-47.1870303",POSTO DE SAUDE COSMOPOLIS I,"-2,26223299512931E+016",-4718700885772700,RUA MAJOR FAUSTO SUZARA,39,CONDOMINIO RESIDENCI,null,13155444,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6020895,6020895,3,0.0,"-10.8151278,-55.4568534",PSF SAGRADA FAMILIA,"-1,08206394864141E+016","-5,54543495178222E+016",AVENIDA BANDEIRANTE FRANCISCO BERNARD DA COSTA,1,SAGRADA FAMILIA,null,78500000,07:00,16:59,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6023975,6023975,106,0.0,"-22.9013619,-43.2429503",SMS CF DONA ZICA AP 10,-229014,-432430,RUA JOAO RODRIGUES,43,SAO FRANCISCO XAVIER,null,20960010,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6023983,6023983,7,0.0,"-22.9097653,-43.2022706",SMS CSE SAO FRANCISCO DE ASSIS AP 10,"-22,90925","-43,20189",RUA AFONSO CAVALCANTI,20,CIDADE NOVA,null,20230030,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6028233,6028233,185,0.0,"-22.923537,-43.2131325",SMS CF ESTACIO DE SA AP 10,"-22,92559","-43,21485",RUA DO BISPO,159,RIO COMPRIDO,null,20261066,08:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6030807,6030807,9,66.0,"-23.5726233,-46.8065948",UPA JOSE SANTOS SASSO,"-2,35708118882593E+016",-46807701587677,RUA PERNAMBUCANA,385,JARDIM CONCEICAO,null,6140040,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6032419,6032419,2,0.0,"-22.9398926,-47.0861005",CENTRO DE SAUDE OZIEL,-229469578,-470838922,RUA CABO RUBENS ZIMMERMANN,9,PARQUE OZIEL,null,13049003,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6032427,6032427,2,0.0,"-22.8706048,-47.1401423999999",CENTRO DE SAUDE ROSALIA,-228724235,-471376847,R LUAN CARLOS DOMINGOS DA GLORIA,15,JD ROSALIA,null,13067731,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6048692,6048692,50,287.09000000000003,"-26.2888431,-48.8523961",HOSPITAL INFANTIL DR JESER AMARANTE FARIA,-26304,-48846,ARARANGUA,554,AMERICA,null,89204310,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6056148,6056148,2,47.16,"-20.8075837,-49.3573305",AME AMBULATORIO MED DE ESPECIALIDADES DE S J DO RIO PRETO,-20.82,-49379,RUA ANTONIO FUSCALDO,S/N,JARDIM FUSCALDO,null,15061000,07:00,20:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6123740,6123740,14,1484.87,"-23.5557593,-46.6676754",INSTITUTO DO CANCER DO ESTADO DE SAO PAULO,-23548,-46636,AV DR ARNALDO,251,CERQUEIRA CESAR,null,1246000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6148336,6148336,3,77.49,"-23.4976376,-46.6551062",AMA ESPECIALIDADE PARQUE PERUCHE,-23548,-46636,RUA JOSE RANGEL DE CAMARGO,500,PQ PERUCHE,A,2538010,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6164366,6164366,4,97.98,"-21.7410705,-48.1220018",HOSPITAL ESTADUAL AMERICO BRASILIENSE,"-2,17423699292284E+016",-4812054634094230,ALAMEDA ALDO LUPO,1260,JARDIM VISTA ALEGRE,AMERICO BRASILIENSE,14820000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6211402,6211402,2,20.0,"-14.7710918,-39.2626727",HOSPITAL SAO LUCAS,null,null,RUA CASTRO ALVES,S/N,SANTO ANTONIO,null,45602025,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10 - ENCERRAMENTO DAS ATIVIDADES,0
6212581,6212581,22,544.4699999999999,"-22.7469692,-47.3763076",AME AMBULATORIO MED DE ESPECIALIDADES STA BARBARA DOESTE,-22754,-47414,RUA DA SEDA,250,JARDIM ESMERALDA,null,13454026,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6224105,6224105,2,0.0,"-7.219849,-35.8648",UNIDADE BASICA DE SAUDE EDNAIDE LOPES DA COSTA,"-2,69388669638803E+016",-5969404220581050,RUA GONCALVES DIAS,S/N,MONTE CASTELO II,null,69117000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6239900,6239900,1,24.0,"-16.7244867,-43.8690472",LABORATORIO CITOMED,-16724485,-43869049,CORONEL PRATES,315,CENTRO,null,39400104,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6246028,6246028,3,57.900000000000006,"-6.8019557,-50.4785266",CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,-6802374500376090,-5048400163650510,AV LAGO AZUL,S/N,CENTRO,null,68533000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6251013,6251013,1,0.0,"-22.6797352,-47.6306301",UNIDADE SAUDE DA FAMILIA SANTA ROSA II PIRACICABA,-22725,-47649,RUA MILTON TEIXEIRA DE SA,220,LOTEAMENTO SANTA ROS,null,13414216,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6287913,6287913,1,10.0,"-9.6705191,-35.7208479",CEREST REGIONAL MACEIO,"-9,66597107876807E+015",-3573498487472530,RUA ALEXANDRE PASSOS,S/N,JARAGUA,null,57022190,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6289304,6289304,3,75.66,"-15.0216217,-49.8957565",AME AMBULATORIO MEDICO DE ESPECIALIDADES BARRETOS,-20557,-48568,VIA PEDRO BORELLA,200,NOVA AMERICA,null,14785004,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6294049,6294049,13,562.92,"-23.2012275,-45.8886452",AME AMBULATORIO MED ESPECIALIDADES SAO JOSE DOS CAMPOS,-23179,-45887,AV ENGENHEIRO FRANCISCO LONGO,925,JARDIM SAO DIMAS,null,12245000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6300790,6300790,1,268.75,"-19.8179954,-43.9534011999999",CLINICA RADIOLOGICA MARTINS E GODOY LTDA,-198033279,-439897132,RUA PADRE PEDRO PINTO,382,VENDA NOVA,SUB SOLO,31610000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6305202,6305202,2,0.0,"-18.1653412,-47.9722915",UBSF DR BEZERRA DE MENEZES,"-1,81648139204699E+016",-4797202706336970,RUA RIO DE JANEIRO,602,JARDIM PARAISO,null,75711565,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6305628,6305628,3,0.0,"-19.7619057,-47.9865636",UBS DOUTOR ROMES CECILIO,-19748,-47932,AVENIDA ORLANDO RODRIGUES DA SILVA,520,JARDIM MORUMBI,null,38051124,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6334881,6334881,1,0.0,"-21.3689463,-48.2200455",UBS JOANNA ELCY MANGOLINI DE LAURENTIZ DE GUARIBA,"-2,13693460476663E+016",-4822049617767330,RUA SANTA ERNESTINA,160,COHAB I,null,14840000,06:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6359620,6359620,18,532.9299999999998,"-22.3286066,-49.0788448",AME AMBULATORIO MEDICO DE ESPECIALIDADES BAURU,-223298106,-490784531,RUA RUBENS ARRUDA Q07,S/N,CENTRO,null,17015110,07:00,15:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6365213,6365213,12,309.95999999999987,"-20.2686899,-50.5511636",AME AMBUL MED DE ESPECIALIDADES AVELINO FERNANDES JALES,-20269,-50546,RUA SETE,2720,CENTRO,null,15700016,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6377777,6377777,1,34.65,"-17.3077736,-48.279154",SECRETARIA MUNICIPAL DE SAUDE DE PIRES DO RIO,-17301,-48.28,AVENIDA MARTA RASSI,11,VILA NOVA,null,75200000,06:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6380417,6380417,4,0.0,"-23.6577879,-46.7752288",UBS J VALQUIRIA,-236346095,-467753498,AV CARLOS LACERDA,3093,JD VALQUIRIA,null,5789001,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6387713,6387713,2,37.0,"-4.27655729999999,-55.9909641",SECRETARIA MUNICIPAL DE SAUDE DE ITAITUBA,-4276643,-55990547,AVENIDA MARECHAL RONDON,S/N,BOA ESPERANCA,null,68180010,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6423086,6423086,14,358.9499999999999,"-23.6715604,-46.6821916",AME AMBULATORIO MEDICO DE ESPECIALIDADES JDIM DOS PRADOS SP,-23548,-46636,RUA SANTANA,275,VILA SAO PEDRO,null,4676110,06:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6427286,6427286,9,216.0,"-19.9225377,-43.9554683",CONLAB,-1992262,-4395548,RUA TIMBIRAS,3488,BARRO PRETO,SALA 101A,30140062,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6432530,6432530,11,278.76,"-23.7032845,-46.6918423",AME AMBULATORIO MEDICO DE ESPEC DRA MARIA CRISTINA CURY,-23548,-46636,RUA ARTHUR NASCIMENTO JUNIOR,120,JARDIM SATELITE,null,4815180,06:30,13:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
6439993,6439993,394,4341.35,"-26.2446609,-48.8180388",UPA 24 HORAS AVENTUREIRO,-26304,-48846,RUA MAFALDA LAURINDO,0,AVENTUREIRO,S N,89204360,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6461018,6461018,4,0.0,"-20.0024855,-44.426482",MATEUS LEME CENTRO DE SAUDE IMPERATRIZ,-19986,-44428,RUA RIO DO SUL,618,PLANALTO,null,35670000,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6463487,6463487,47,521.4100000000001,"-21.789083,-43.3531086",UPA SANTA LUZIA,-21764,-43.35,RUA IBITIGUAIA,1130,SANTA LUZIA,null,36031000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6476058,6476058,4,95.16,"-22.1336327,-51.4083225",AME DR ANTONIO CARLOS FONTOURA DA SILVA PRES PRUDENTE,-22126,-51389,RUA JOSE BONGIOVANI,1297,CIDADE UNIVERSITARIA,BLOCO VI,19050680,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
6479146,6479146,36,884.34,"-22.4224595,-47.5618981999999",AME AMBULATORIO MED DE ESPECIALIDADES DE RIO CLARO,-22411,-47561,RUA 09,165,ESTADIO,null,13500145,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6479200,6479200,5,99.37,"-23.610409,-46.5901755999999",AME DR LUIZ ROBERTO BARRADAS BARATA SAO PAULO,-23548,-46636,ALMIRANTE DELAMARE,1534,CIDADE NOVA HELIOPOL,null,4230000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6488714,6488714,28,309.47,"-22.4176218,-42.9698058",UPA 24HS UNIDADE DE PRONTO ATENDIMENTO NATHAN GARCIA LEITAO,"-2,24218591184463E+016","-4,29631948471069E+016",RUA TENENTE LUIZ MEIRELLES,S/N,VARZEA,null,25955000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6509142,6509142,1,0.0,"-17.7468249,-48.5971799999999",ESTRATEGICA DE SAUDE DA FAMILIA SANTA EFIGENIA II,-17744,-48626,RUA DR JAIR PIMENTA CARNEIRO,1,SANTA EFIGENIA,QD 44 LT 02,75690000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6523536,6523536,4,168.0,"-22.5846764,-47.402066",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE LIMEIRA,-22565,-47402,RUA JANDYRA ANTUNES DA SILVA ROSA,55,VILA CLAUDIA,null,13480411,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6546463,6546463,38,954.5400000000005,"-23.5428772,-46.9363068",AME AMB MED DE ESPEC VILOBALDO C TEIXEIRA FILHO ITAPEVI,-23549,-46934,RUA CHRISTINO GONZALES,215,JD NOVA ITAPEVI,null,6694040,06:30,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6559379,6559379,1,9.0,"-19.7507108,-40.3799016",HOSPITAL DOM HELDER CAMARA,-8250643,-350009451,BR 101,S/N,CENTRO,KM 28,54510000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6559727,6559727,1,24.2,"-22.9185817,-43.6392465",SMS CF ILZO MOTTA DE MELLO AP 53,-229214,-4364471,AVENIDA CESARIO DE MELO,11485,PACIENCIA,TRES PONTES,23056000,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6568459,6568459,31,803.6700000000003,"-21.7749091,-47.0849138",AME AMB MEDICO DE ESP ELIANA N Z M GIANTOMASSI CASA BRANCA,-212745,-47510,RUA PEDRO DE TOLEDO,48,CENTRO,null,13700000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6568734,6568734,185,965.8200000000002,"-29.1282237,-56.5552712",UPA ITAQUI BACANGA,-2.53,-44303,AVENIDA DOS PORTUGUESES,S/N,ITAQUI BACANGA,null,65076820,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6568971,6568971,31,1386.9600000000003,"-20.9028804,-51.3870267",AME ANDRADINA DR EDMON ALEXANDRE SALOMAO,-20901779,-513866534,RUA GUARARAPES,282,VILA SANCHES,null,16900109,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6572367,6572367,1,25.83,"-21.2090938,-50.427825",AME ARACATUBA DR OSCAR GURJAO COTRIM,-212803789,-503342811,RUA JOSE BONIFACIO,1331,VILA MENDONCA,null,16015050,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6575900,6575900,131,1349.67,"-22.9406915,-43.3543043",SMS UPA 24H CIDADE DE DEUS AP 40,-22903,-43208,RUA EDGAR WERNECK,S/N,CIDADES DE DEUS,SEM,22763010,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6580254,6580254,2,0.0,"-21.7389437,-44.30211",UNIDADE SAUDE DA FAMILIA DR EDSON REZENDE MEIRELES,-21.74,-44309,RUA JOSE DE ANDRADE GODINHO,S/N,ROSARIO,null,37300000,07:11,13:17,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6601804,6601804,4,44.1,"-18.950799,-48.2477505",HOSPITAL E MATERNIDADE MUNICIPAL DR ODELMO LEAO CARNEIRO,-189516568,-48247374,RUA MATA DOS PINHAIS,410,JARDIM BOTANICO,null,38410651,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6603432,6603432,5,144.0,"-22.3785377,-46.9405213",AME AMB MEDICO DE ESP BENEDITO DARCADIA DE MOGI GUACU,-22372,-46942,RUA CONSELHEIRO ARTHUR GRILLET,47,JARDIM PLANALTO VERD,null,13843002,07:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6604862,6604862,4,120.0,"-23.9860062,-48.8759725",AME ITAPEVA EDISON OLIVEIRA MARTHO,"-2,39878797757112E+016",-4887660205364220,PRACA ESPIRIDIAO LUCIO MARTINS,220,CENTRO,null,18400020,06:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6607330,6607330,7,180.80999999999995,"-21.9401609,-50.5155804",AME AMBULATORIO DE ESPECIALIDADES MEDICAS DE TUPA,-21935,-50514,RUA MANDAGUARIS,970,VILA SANTA AMALIA,null,17606135,07:00,13:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
6613136,6613136,9,99.0,"-21.8933174,-49.0195735",UNIDADE DE PRONTO ATENDIMENTO JOAO SAMEK,-25494126,-54543460,RUA IACANGA ESQUINA COM AVENIDA AMERICO SASDELI,S/N,JARDIM PALMEIRA,null,85869755,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6616445,6616445,1,86.76,"-17.8709737,-41.4987183",VALE IMAGEM,-178713844,-414995321,RUA JOAO LOPES DA SILVA,925,MANOEL PIMENTA,A,39802184,08:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6618863,6618863,1,24.2,"-22.9056157,-43.6183324",SMS CF HELANDE DE MELLO GONCALVES AP 53,-229182,-4362898,ESTRADA DE PACIENCIA,S/N,PACIENCIA,PRACA MALENDO MALEA,23585045,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6621333,6621333,5,55.0,"-9.8245632,-36.7335016",CENTRO DE PARTO NORMAL E AMB 24H NOSSA SENHORA DA CONCEICAO,-9.83,-36738,AV DEP ANTONIO ALBUQUERQUE,S/N,CENTRO,null,57330000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6631169,6631169,84,925.1700000000002,"-22.903573,-43.3016534",SMS UPA 24 H ENGENHO DE DENTRO AP 32,-22903484,-43300564,RUA BERNARDO,S/N,ENGENHO DE DENTRO,null,20745270,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6655416,6655416,10,297.3,"-23.6915331,-46.5075119",AME SANTO ANDRE DR NEWTON DA COSTA BRANDAO,-23664,-46538,AV CAPITAO MARIO TOLEDO DE CAMARGO,3330,SANTO ANDRE,VILA LUZITA,9171125,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6657516,6657516,29,1291.79,"-23.411645,-47.3426009999999",AME ITU AMBULATORIO MEDICO DE ESPECIALIDADE DE ITU,-23264,-47299,RODOVIA WALDOMIRO CORREA DE CAMARGO,S/N,TAPERA GRANDE,KM 63,13308905,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6669727,6669727,29,812.5200000000001,"-20.5406778,-47.4033267",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE FRANCA,-20539,-47401,RUA DR ALCINDO RIBEIRO CONRADO,1395,CENTRO,null,14400350,06:00,20:40,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6682545,6682545,4,40.0,"-24.7277179,-48.1247238",UNIDADE DE ESF IV PARAFUSO CAJATI CAJATI,-247277792,-481240415,RUA CRISTALINO BATISTA,300,PARAFUSO,null,11950000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6697208,6697208,2,48.0,"-20.9484414,-48.4829234",SAO ROQUE MEDICINA DIAGNOSTICA,-209389172,-484938943,AV RAUL FURQUIM,45,CENTRO,null,14701300,07:30,11:30,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
6699529,6699529,4,129.6,"-22.9703421,-45.5411833",POSTO DE SAUDE NOSSA SENHORA DA GLORIA E S F 1,-22958,-45549,RUA CACHOEIRA PAULISTA,81,PARQUE NOSSA SENHORA,null,12120000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6699863,6699863,4,129.6,"-22.9631647,-45.6327361",POSTO DE SAUDE JARDIM MARACAIBO E S F 2,-22958,-45549,RUA SEIS,673,JARDIM MARACAIBO,null,12120000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6700667,6700667,2,0.0,"-22.9106754,-47.0720679999999",UNIDADE DE SAUDE DA FAMILIA NOSSA SENHORA DOS MILAGRES,-6451648222840850,"-3,85511541366577E+016",RUA FRANCISCO EGIDIO,S/N,CENTRO,null,58922000,08:00,23:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6708714,6708714,61,407.3700000000001,"-15.8844595,-48.100019",UPA TIPO III SAMAMBAIA,-1588331027804870,-4810009181499480,QS 107 CONJUNTO 04 AE,9,SUL,null,72301524,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6716849,6716849,284,1065.490000000001,"-22.9777531,-43.224412",SMS COORD DE EMERGENCIA REGIONAL CER LEBLON AP 21,-2290732908166010,-4320897102355950,RUA MARIO RIBEIRO,1080,LEBLON,null,22430160,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6716938,6716938,54,345.76999999999987,"-22.9969826,-43.3657606",SMS COORD DE EMERGENCIA REGIONAL CER BARRA AP 40,-22903,-43208,AVENIDA AYRTON SENNA,2000,BARRA DA TIJUCA,null,22793000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6737498,6737498,9,0.0,"-19.9980554,-44.4214181",MATEUS LEME CENTRO DE SAUDE DO CENTRO,-19986,-44428,RUA JOSE AMANCIO VILACA,186,CENTRO,null,35670000,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6742831,6742831,21,182.63,"-22.8817144,-43.4824139",SMS UPA 24H SENADOR CAMARA AP 51,-22903,-43208,AVENIDA SANTA CRUZ,6486,SENADOR CAMARA,null,21830264,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
